id;curriculum;nameHu;nameEn;hasLearningMaterialHU;hasLearningMaterialEN
TT-Installation_of_Collector_Connections-18;TA-Környezetvédelem_és_energia-136;false;Installation of Collector Connections;false;=Collector Connections=  [[Image:collector_connections.PNG|Collector connections|1000px]] 
TT-Heat_Exchanger_Installation-18;TA-Környezetvédelem_és_energia-136;false;Heat Exchanger Installation;false;=Heat Exchanger Installation=  To secure the energy transference from solar collectors to the water being heated and avoid the freezing problems, it is necessary the introduction in the circuit of a component called heat exchanger
TT-Solar_Collector_Installation-24;TA-Környezetvédelem_és_energia-136;false;Solar Collector Installation;false;=Solar collector=  [[Image:solar_collector.PNG|Solar collector|500px]]
TT-Solar_Primary_Circuit_Installation-17;TA-Környezetvédelem_és_energia-136;false;Solar Primary Circuit Installation;false;#N�V?
TT-Check_Valves_Installation-17;TA-Környezetvédelem_és_energia-136;false;Check Valves Installation;false;=Check Valves Installation=  [[Image:check_values.PNG|check values]]  Check valve is used to secure a one way flow and reduce the probability of night cooling   
TT-Pipe_Installation-17;TA-Környezetvédelem_és_energia-136;false;Pipe Installation;false;=Pipe Installation=  Considering that the primary circuit is made of copper tube, the connections between tube and components can be done using different techniques 
TT-Air_Vent_Installation-17;TA-Környezetvédelem_és_energia-136;false;Air Vent Installation;false;=Air Vent Installation=  Solar thermal circuit is a close loop circuit. During the filling and pressurisation of the circuit, it can be helpful to acquire and install air vent to help expel the air that is normally present in the fluid.
TT-Fluid_Mixed_Thermal_Installation-17;TA-Környezetvédelem_és_energia-136;false;Fluid Mixed Thermal Installation;false;=Fluid Mixed Thermal Installation=  In order to avoid the freezing of the fluid, it is alwyas recommended a mixture of water and glycol. 
TT-Fluid_Mixed_Primary_Circuit_Installation-17;TA-Környezetvédelem_és_energia-136;false;Fluid Mixed Primary Circuit Installation;false;=Fluid Mixed Primary Circuit Installation=  In order to avoid the freezing of the fluid, it is alwyas recommended a mixture of water and glycol.  
TT-Prevention_of_Corrosion-17;TA-Környezetvédelem_és_energia-136;false;Prevention of Corrosion;false;=Prevention of Corrosion=  [[Image:Prevention_of_Corrosion.PNG|Prevention of Corrosion]]
TT-Expansion_Tank_Installation-17;TA-Környezetvédelem_és_energia-136;false;Expansion Tank Installation;false;=Expansion Tank Installation=  [[Image:expansion_tank.PNG|expansion tank|250px]] [[Image:expansion_tank2.PNG|expansion tank2|250px]]
TT-Integrated_Installation_of_Air_Vents-17;TA-Környezetvédelem_és_energia-136;false;Integrated Installation of Air Vents;false;=Integrated Installation of Air Vents=  [[Image:air_vent.PNG|air vent]]
TT-Safety_Valves_Installation-17;TA-Környezetvédelem_és_energia-136;false;Safety Valves Installation;false;=Safety Valves Installation=  [[Image:safety_valve.PNG|safety valve|400px]]  In order to avoid overpressure of the circuit, and protect all its components, it is recommended the acquisition and installation of safety valves, correctly rated.  
TT-Circulating_Pump_Installation-17;TA-Környezetvédelem_és_energia-136;false;Circulating Pump Installation;false;=Circulating Pump Installation=  A circulating pump is a specific type of pump used to circulate gases, liquids, or slurries in a closed circuit
TT-Pump_Installation-17;TA-Környezetvédelem_és_energia-136;false;Pump Installation;false;=Pump Installation=  [[Image:pump.PNG|pump]]
TT-Positioning_Solar_Collector-17;TA-Környezetvédelem_és_energia-136;false;Positioning Solar Collector;false;The orientation of solar collector fiel has a direct impact on the energy been harnessed. 
TT-Solar_Thermal_Energy_System_Installation_Test-17;TA-Környezetvédelem_és_energia-136;false;Solar Thermal Energy System Installation Test;false;Before handling the installation to the owner, one should run tests to see if everything is working properly. 
TT-Acceptance_Criteria_of_Solar_Energy_System_Installation-17;TA-Környezetvédelem_és_energia-136;false;Acceptance Criteria of Solar Energy System Installation;false;false
TT-Air_Vent_Integration-17;TA-Környezetvédelem_és_energia-136;false;Air Vent Integration;false;=Air Vent Integration=  [[Image:air_vent.PNG|air vent]]
TT-Safety_Valves_Integration-17;TA-Környezetvédelem_és_energia-136;false;Safety Valves Integration;false;=Safety Valves Integration=  [[Image:safety_valve.PNG|safety valve|400px]]  In order to avoid overpressure of the circuit, and protect all its components, it is recommended the acquisition and installation of safety valves, correctly rated. 
TT-Circulating_Pump_Integration-17;TA-Környezetvédelem_és_energia-136;false;Circulating Pump Integration;false;=Circulating Pump Integration=  A circulating pump is a specific type of pump used to circulate gases, liquids, or slurries in a closed circuit
TT-Pump_Integration-17;TA-Környezetvédelem_és_energia-136;false;Pump Integration;false;=Pump Integration=  [[Image:pump.PNG|pump]]
TT-Solar_Collector_Integration-17;TA-Környezetvédelem_és_energia-136;false;Solar Collector Integration;false;false
TT-expansion_Tank_Integration-16;TA-Környezetvédelem_és_energia-136;false;Expansion Tank Integration;false;=Expansion Tank Integration=  [[Image:expansion_tank.PNG|expansion tank|250px]][[Image:expansion_tank2.PNG|expansion tank2|250px]]    
TT-Wastewater_Treatment_Plant-14;TA-Környezetvédelem_és_energia-136;false;Wastewater Treatment Plant;false;Wastewater Treatment Plant is a set of technological equipment and facilities for the treatment of industrial and municipal sewage or waste water to remove the dissolved substance in them, colloids and suspensions before discharging them into rivers, lakes, seas, ground. 
TT-Municipal_Sewage-14;TA-Környezetvédelem_és_energia-136;false;Municipal Sewage;false;Municipal sewage it is  wastewater from households or a mixture thereof with industrial wastewater and / or rainwater.  
TT-Industrial_Wastewater-14;TA-Környezetvédelem_és_energia-136;false;Industrial Wastewater;false;Industrial wastewater effluent is discharged to surface waters from industrial plants. Their chemical composition is dependent on the production profile of the company and the technology used.  A lot of hazardous substances can appear in them, e.g : heavy metal salts, pesticides, arsenic compounds, phenols, oils, greases and many others. Industrial wastewater can be divided into: 1. degradable - undergoing chemical change to non-toxic substances, 2. irreducible - permanent  for example DDT, heavy metal compounds etc. 
TT-Designing_the_Sewage_Treatment_Plant-14;TA-Környezetvédelem_és_energia-136;false;Designing the Sewage Treatment Plant;false;Wastewater treatment design process takes into consideration knowledge of guidelines and rules relating to the dimensioning of sewage and wastewater treatment plants, selection of appropriate wastewater treatment technologies, analysis of technical capabilities, legal and economic construction and operation of wastewater treatment plants. 
TT-Construction_of_Soil_Plant_Wastewater_Treatment-14;TA-Környezetvédelem_és_energia-136;false;Construction of Soil-Plant Wastewater Treatment;false;The construction process can begin after obtaining the necessary permits under local law. In the process of building it is important to maintain the correct order of work which will protect us from the restrictions on access, delaying deadlines and consequently increased costs of enforcement. Construction and start-up schedule will be helpful. 
TT-Terms_of_Use_and_Maintainance_of_the_Soil_Plant_Wastewater_Treatment-14;TA-Környezetvédelem_és_energia-136;false;Terms of Use and Maintainance of the Soil-Plant Wastewater Treatment;false;In order to care for the correct and long-term operation of soil - plant wastewater treatment  plant universal principles of its operation were established. Terms of operating and maintaining the  soil - plant wastewater plant, 1. The restriction of use or excessive use of certain substances and objects entering drains, 2. required maintenance work near clarifiers, soil - plant filter and receiver of treated wastewater. 
TT-Types_of_Sewage_Treatment_Plants-14;TA-Környezetvédelem_és_energia-136;false;Types of Sewage Treatment Plants;false;To purify the municipal wastewater treatment we apply, 1. mechanical wastewater treatment plants (pre-treatment using physical processes, especially filtering and sedimentation), 2. biological wastewater treatment plants (purification is carried out by the biochemical processes that reduce the amounts of nitrogen, phosphorus and suspended solids). To conduct biological decomposition of organic pollutants  populations of microorganisms suspended in the depths of wastewater are used (activated sludge wastewater plants) or microorganisms forming constrained biomass (biological bed wastewater treatment plants). 3. hydrobotanical wastewater plants (wastewater treatment plant using plants (floating or anchored in sand bed).This solution applies only to individual households, villages and small towns due to high demand of unit surface. Here we can include purging ponds, sand filter treatment plants or soil -plant treatment plants.) 4. chemical treatment plants (mechanical treatment is supported by coagulant that causes the formation of floc absorbing pollution and accelerating the sedimentation of suspensions). Chemical methods are used to purify industrial wastewater from substances which are mainly non-biodegradable. In practice, we use one type of wastewater treatment plants, or a combination of different solutions.  [[Image:narew_2_1.jpg|narew_2_1|left|600px|frame|Types of individual wastewater treatment plants]]  
TT-Analysis_of_the_Possibility_of_Installation_and_Operation_of_Sewage_Treatment_Plant-14;TA-Környezetvédelem_és_energia-136;false;Analysis of the Possibility of Installation and Operation of Sewage Treatment Plant;false;Prior to designing the sewage treatment plant, it is necessary to analyze the possibility of installation and operation. Thus avoid a number of errors related to, 1. improper choice of technology and the size of the treatment plant 2. improper location of choice, 3. excessive costs of construction and operation. 
TT-Planning_the_Foundation_of_all_the_Elements_of_Wastewater_Treatment_Plant-14;TA-Környezetvédelem_és_energia-136;false;Planning the Foundation of all the Elements of Wastewater Treatment Plant;false;The final element of the preparation of construction project is planning  the foundation of elements of the sewage treatment plant on the map area designated for investment. Depending on the national legislation in the case of small domestic wastewater it can be simplified documentation,  limited to the basic elements on the  sketch map of land development. For larger wastewater treatment it is a full construction project.  Regardless of the size of the treatment plant, always consider the following factors: the correct order of the elements of sewage treatment depending on the chosen technology, the optimal choice of the amount of elements and their connections to preclude the need for construction of additional pumping stations, minimizing  the length of the collectors and the connections between the projected elements of the treatment plant, proper protection through fencing of the object, providing emergency supply in case of power cuts, safe access for  people and driveways to allow to carry out maintenance work (removal of biomass and sludge with the possibility of their utilisation in wastewater boundaries), enabling to carry out monitoring of the correct operation of the treatment plant, allowing the expansion and modernization of wastewater treatment plant in the future.  
TT-Drainage_Wastewater_Treatment_Plant-14;TA-Környezetvédelem_és_energia-136;false;Drainage Wastewater Treatment Plant;false;Drainage wastewater treatment plant is the simplest type of plant. It consists of only two basic elements, septic system (anaerobic pre-treatment) and the leach field, which distributes pre-treated effluent into the ground in which the aerobic treatment processes occur. This system has a low efficiency that is why is only used  as an individual  wastewater plant (household treatment)). It is banned in some European countries.  [[Image:narew_2_1_1a.jpg|narew_2_1_1a|left|600px|frame|Schematic diagram of the drainage wastewater treatment plant with collecting chamber]]  [[Image:narew_2_1_1b.jpg|narew_2_1_1b|left|600px|frame|Drainage wastewater treatment plant]]  
